,rank_y_test,y_test,rank_preds,preds
1104,1441,76.0,1868,67.169014
9938,1442,76.0,3492,43.60521
4932,1443,76.0,2126,63.15874
5378,1444,76.0,920,80.072296
1978,1445,76.0,1564,68.26719
10870,1446,76.0,344,85.84178
11788,1447,76.0,2577,56.448315
1458,1448,76.0,1454,71.70239
4035,1449,75.66666666666667,971,78.78459
240,1450,75.66666666666667,2903,51.68775
6277,1451,75.66666666666667,864,80.43392
658,1452,75.66666666666667,3017,50.199165
7472,1453,75.66666666666667,1267,73.317795
12258,1454,75.66666666666667,1207,75.64504
9235,1455,75.66666666666667,1369,71.847435
9168,1456,75.66666666666667,1726,67.22543
12261,1457,75.66666666666667,1727,67.22543
4607,1458,75.66666666666667,401,85.84178
10657,1459,75.66666666666667,1728,67.22543
9798,1460,75.66666666666667,1941,65.97616
11907,1461,75.66666666666667,2122,63.15874
6716,1462,75.66666666666667,3257,44.730835
7295,1463,75.66666666666667,2239,60.99363
3996,1464,75.66666666666667,396,85.84178
2153,1465,75.66666666666667,1381,71.847435
4820,1466,75.66666666666667,1012,78.76075
4155,1467,75.66666666666667,3176,48.25988
6964,1468,75.66666666666667,2576,56.448315
3197,1469,75.33333333333333,2590,56.448315
10085,1470,75.33333333333333,2343,60.929832
1414,1471,75.33333333333333,1186,75.68213
10175,1472,75.33333333333333,1722,67.22543
10055,1473,75.33333333333333,1286,73.317795
814,1474,75.33333333333333,1224,75.64504
11659,1475,75.33333333333333,1111,76.1609
11160,1476,75.33333333333333,212,88.42003
5210,1477,75.33333333333333,853,80.43392
3995,1478,75.33333333333333,1723,67.22543
5845,1479,75.33333333333333,1694,68.158806
5565,1480,75.33333333333333,1945,65.97616
4823,1481,75.33333333333333,1281,73.317795
4355,1482,75.33333333333333,1110,76.1609
8149,1483,75.33333333333333,1098,76.1609
3115,1484,75.33333333333333,1725,67.22543
11929,1485,75.33333333333333,2589,56.448315
2009,1486,75.33333333333333,1209,75.64504
2803,1487,75.33333333333333,1553,68.26719
7422,1488,75.33333333333333,193,88.44236
8351,1489,75.33333333333333,485,82.78222
3296,1490,75.33333333333333,1492,71.651375
10602,1491,75.33333333333333,760,80.59065
3190,1492,75.0,1644,68.17008
2734,1493,75.0,484,82.78222
5219,1494,75.0,1790,67.22543
5133,1495,75.0,1485,71.651375
9331,1496,75.0,1279,73.317795
6777,1497,75.0,386,85.84178
2612,1498,75.0,506,82.63668
2485,1499,75.0,712,80.673836
9053,1500,75.0,1447,71.70239
1244,1501,75.0,1091,76.758995
8326,1502,75.0,387,85.84178
9000,1503,74.66666666666667,2052,65.1129
6492,1504,74.66666666666667,1673,68.158806
5279,1505,74.66666666666667,3309,44.730835
4648,1506,74.66666666666667,1269,73.317795
11151,1507,74.66666666666667,856,80.43392
2619,1508,74.66666666666667,1268,73.317795
4288,1509,74.66666666666667,2241,60.99363
5631,1510,74.66666666666667,2458,57.75485
9979,1511,74.66666666666667,1496,68.34153
11176,1512,74.66666666666667,367,85.84178
6466,1513,74.66666666666667,1392,71.847435
2659,1514,74.66666666666667,1692,68.158806
8162,1515,74.66666666666667,2389,60.06171
5863,1516,74.66666666666667,1676,68.158806
9537,1517,74.66666666666667,1999,65.20687
5688,1518,74.66666666666667,3202,48.25988
4927,1519,74.66666666666667,2788,53.764553
382,1520,74.66666666666667,2189,61.0464
2197,1521,74.66666666666667,1867,67.169014
5252,1522,74.66666666666667,2205,61.0464
7829,1523,74.66666666666667,1001,78.76075
489,1524,74.66666666666667,2593,56.448315
11118,1525,74.66666666666667,1844,67.169014
6741,1526,74.66666666666667,1776,67.22543
10628,1527,74.66666666666667,1979,65.20687
9319,1528,74.66666666666667,1533,68.34153
10130,1529,74.66666666666667,2121,63.15874
11581,1530,74.66666666666667,1431,71.70239
4783,1531,74.66666666666667,2575,56.448315
4561,1532,74.66666666666667,1860,67.169014
6549,1533,74.66666666666667,369,85.84178
12051,1534,74.66666666666667,857,80.43392
12339,1535,74.33333333333333,2487,56.448315
2471,1536,74.33333333333333,735,80.673836
8784,1537,74.33333333333333,1811,67.22543
12029,1538,74.33333333333333,861,80.43392
4666,1539,74.33333333333333,697,81.264694
4436,1540,74.33333333333333,670,82.206276
8644,1541,74.33333333333333,2157,63.15874
3882,1542,74.33333333333333,1832,67.169014
4586,1543,74.33333333333333,1227,75.64504
7828,1544,74.33333333333333,1501,68.34153
8550,1545,74.33333333333333,2398,60.06171
174,1546,74.33333333333333,2797,53.764553
2270,1547,74.33333333333333,223,88.42003
3584,1548,74.33333333333333,1231,75.64504
9262,1549,74.33333333333333,1810,67.22543
5060,1550,74.33333333333333,2444,57.75485
8519,1551,74.33333333333333,2495,56.448315
6121,1552,74.33333333333333,1498,68.34153
5212,1553,74.33333333333333,1593,68.26719
6630,1554,74.33333333333333,1793,67.22543
12384,1555,74.33333333333333,1388,71.847435
9577,1556,74.33333333333333,2393,60.06171
11675,1557,74.0,519,82.63668
9559,1558,74.0,3156,49.128265
7247,1559,74.0,1650,68.17008
3835,1560,74.0,2510,56.448315
5113,1561,74.0,2827,51.68775
10677,1562,74.0,190,88.44236
2366,1563,74.0,1607,68.26719
9345,1564,74.0,2515,56.448315
7569,1565,74.0,1698,68.158806
8781,1566,74.0,1385,71.847435
7364,1567,74.0,2823,51.68775
8106,1568,74.0,2995,50.199165
1300,1569,74.0,2518,56.448315
11512,1570,74.0,1299,73.317795
9160,1571,74.0,2520,56.448315
2630,1572,74.0,865,80.43392
8917,1573,74.0,2984,50.199165
5077,1574,74.0,1618,68.26719
11012,1575,74.0,3150,49.128265
4129,1576,74.0,1085,76.758995
10230,1577,74.0,1404,71.847435
12286,1578,73.66666666666667,3794,33.942238
10290,1579,73.66666666666667,2471,57.75485
11472,1580,73.66666666666667,691,81.264694
2657,1581,73.66666666666667,327,86.49682
5585,1582,73.66666666666667,1956,65.97616
9906,1583,73.66666666666667,1958,65.97616
407,1584,73.66666666666667,1959,65.97616
347,1585,73.66666666666667,1870,66.42657
5095,1586,73.66666666666667,1390,71.847435
2860,1587,73.66666666666667,3200,48.25988
11949,1588,73.66666666666667,1082,76.758995
2777,1589,73.66666666666667,2464,57.75485
10767,1590,73.66666666666667,2371,60.06171
5483,1591,73.66666666666667,1198,75.68213
12349,1592,73.66666666666667,2238,60.99363
3766,1593,73.66666666666667,2254,60.99363
7614,1594,73.66666666666667,2810,53.764553
3133,1595,73.33333333333333,535,82.63668
4125,1596,73.33333333333333,2057,65.1129
1008,1597,73.33333333333333,136,89.330086
4172,1598,73.33333333333333,2214,60.99363
4549,1599,73.33333333333333,1887,66.42657
1165,1600,73.33333333333333,2492,56.448315
6584,1601,73.33333333333333,1432,71.70239
11144,1602,73.33333333333333,1491,71.651375
6333,1603,73.33333333333333,1689,68.158806
3583,1604,73.33333333333333,2465,57.75485
1841,1605,73.33333333333333,1634,68.17008
333,1606,73.33333333333333,197,88.44236
3474,1607,73.33333333333333,713,80.673836
3609,1608,73.33333333333333,2124,63.15874
9680,1609,73.0,2920,50.199165
4214,1610,73.0,2482,57.75485
5174,1611,73.0,1246,73.317795
9435,1612,73.0,1508,68.34153
7809,1613,73.0,1483,71.651375
10724,1614,73.0,888,80.43392
4548,1615,73.0,3639,36.85961
11471,1616,73.0,3645,36.85961
11776,1617,73.0,1266,73.317795
1178,1618,73.0,1426,71.70239
9860,1619,73.0,3455,43.75113
6467,1620,73.0,3158,48.25988
5898,1621,73.0,383,85.84178
12396,1622,72.66666666666667,972,78.78459
10817,1623,72.66666666666667,131,89.330086
7397,1624,72.66666666666667,964,78.78459
5142,1625,72.66666666666667,1978,65.20687
11280,1626,72.66666666666667,1451,71.70239
11077,1627,72.66666666666667,993,78.76075
1013,1628,72.66666666666667,1678,68.158806
8549,1629,72.66666666666667,384,85.84178
10201,1630,72.66666666666667,2907,51.68775
387,1631,72.66666666666667,1913,65.97616
10904,1632,72.66666666666667,1235,75.64504
4231,1633,72.66666666666667,2529,56.448315
9403,1634,72.66666666666667,1455,71.70239
11944,1635,72.66666666666667,2337,60.929832
1256,1636,72.66666666666667,1967,65.97616
7236,1637,72.66666666666667,2953,50.199165
781,1638,72.66666666666667,1201,75.68213
6767,1639,72.66666666666667,1675,68.158806
6950,1640,72.33333333333333,2230,60.99363
9036,1641,72.33333333333333,280,86.54498
1202,1642,72.33333333333333,2503,56.448315
7702,1643,72.33333333333333,1801,67.22543
3683,1644,72.33333333333333,2494,56.448315
6705,1645,72.33333333333333,1076,76.758995
6299,1646,72.33333333333333,1621,68.26719
5214,1647,72.33333333333333,825,80.43392
1644,1648,72.33333333333333,1583,68.26719
7507,1649,72.33333333333333,1827,67.169014
2990,1650,72.33333333333333,2153,63.15874
4859,1651,72.33333333333333,1705,68.158806
5087,1652,72.33333333333333,978,78.78459
10464,1653,72.33333333333333,3135,49.128265
4377,1654,72.33333333333333,3481,43.75113
4297,1655,72.33333333333333,2712,54.76434
7785,1656,72.33333333333333,3474,43.75113
11066,1657,72.33333333333333,2966,50.199165
2816,1658,72.33333333333333,1626,68.17008
11186,1659,72.33333333333333,1632,68.17008
5138,1660,72.33333333333333,790,80.43392
928,1661,72.33333333333333,2331,60.929832
8596,1662,72.33333333333333,2155,63.15874
3541,1663,72.33333333333333,1843,67.169014
5107,1664,72.0,2325,60.929832
9963,1665,72.0,1617,68.26719
1086,1666,72.0,2300,60.98109
1937,1667,72.0,1261,73.317795
10259,1668,72.0,1361,73.244995
4236,1669,72.0,2209,61.0464
9936,1670,72.0,3383,43.75113
10850,1671,72.0,2790,53.764553
8346,1672,72.0,1625,68.17008
9629,1673,72.0,3551,42.404076
256,1674,72.0,1364,71.847435
10591,1675,72.0,478,82.78222
4638,1676,72.0,524,82.63668
5085,1677,72.0,1771,67.22543
6289,1678,72.0,2301,60.98109
5466,1679,72.0,2060,65.1129
3123,1680,72.0,3353,44.730835
8907,1681,72.0,385,85.84178
8081,1682,72.0,2142,63.15874
10671,1683,72.0,1586,68.26719
1624,1684,72.0,947,78.78459
3730,1685,71.66666666666667,1226,75.64504
7276,1686,71.66666666666667,3289,44.730835
559,1687,71.66666666666667,1202,75.68213
2239,1688,71.66666666666667,915,80.072296
6065,1689,71.66666666666667,1847,67.169014
3801,1690,71.66666666666667,698,81.264694
5410,1691,71.66666666666667,2201,61.0464
6897,1692,71.66666666666667,1479,71.651375
10703,1693,71.66666666666667,2296,60.98109
6361,1694,71.66666666666667,2690,56.448315
1810,1695,71.66666666666667,381,85.84178
4979,1696,71.66666666666667,521,82.63668
6579,1697,71.66666666666667,2693,56.448315
2329,1698,71.66666666666667,3851,33.638046
10554,1699,71.66666666666667,2689,56.448315
10720,1700,71.66666666666667,1233,75.64504
1164,1701,71.66666666666667,1260,73.317795
10326,1702,71.66666666666667,1838,67.169014
6994,1703,71.33333333333333,2673,56.448315
2161,1704,71.33333333333333,2056,65.1129
2788,1705,71.33333333333333,2988,50.199165
2843,1706,71.33333333333333,2004,65.20687
11951,1707,71.33333333333333,2013,65.20687
3997,1708,71.33333333333333,1441,71.70239
10012,1709,71.33333333333333,2259,60.99363
7307,1710,71.33333333333333,639,82.63668
5719,1711,71.33333333333333,1397,71.847435
1418,1712,71.33333333333333,2137,63.15874
9974,1713,71.33333333333333,2801,53.764553
303,1714,71.33333333333333,1429,71.70239
6930,1715,71.33333333333333,974,78.78459
3765,1716,71.33333333333333,2063,65.1129
12027,1717,71.33333333333333,1869,66.42657
7197,1718,71.33333333333333,3641,36.85961
487,1719,71.33333333333333,2997,50.199165
377,1720,71.33333333333333,635,82.63668
221,1721,71.33333333333333,3292,44.730835
2793,1722,71.33333333333333,1078,76.758995
8933,1723,71.33333333333333,2933,50.199165
636,1724,71.33333333333333,2383,60.06171
3108,1725,71.33333333333333,3239,45.57672
5468,1726,71.33333333333333,2127,63.15874
5207,1727,71.33333333333333,2207,61.0464
6841,1728,71.0,3003,50.199165
5395,1729,71.0,2044,65.1129
11017,1730,71.0,1647,68.17008
12205,1731,71.0,158,88.55684
10272,1732,71.0,1124,76.1609
3370,1733,71.0,1142,75.871025
6548,1734,71.0,3019,50.199165
12319,1735,71.0,1792,67.22543
10232,1736,71.0,1798,67.22543
4570,1737,71.0,1796,67.22543
2139,1738,71.0,1585,68.26719
8758,1739,71.0,2894,51.68775
7080,1740,71.0,674,81.264694
8702,1741,71.0,2803,53.764553
11985,1742,71.0,2339,60.929832
3146,1743,71.0,2669,56.448315
11648,1744,71.0,373,85.84178
5825,1745,71.0,1652,68.17008
9688,1746,71.0,2012,65.20687
5747,1747,71.0,1522,68.34153
880,1748,71.0,2194,61.0464
9265,1749,71.0,3679,36.85961
2978,1750,71.0,1546,68.26719
3957,1751,70.66666666666667,3301,44.730835
12389,1752,70.66666666666667,2128,63.15874
8978,1753,70.66666666666667,2718,54.76434
9226,1754,70.66666666666667,2244,60.99363
3221,1755,70.66666666666667,3382,43.75113
7558,1756,70.66666666666667,2400,60.06171
7081,1757,70.66666666666667,3610,42.074226
8798,1758,70.66666666666667,3047,50.199165
7492,1759,70.66666666666667,1171,75.68213
6863,1760,70.66666666666667,2252,60.99363
2464,1761,70.66666666666667,2330,60.929832
3823,1762,70.66666666666667,2146,63.15874
6555,1763,70.66666666666667,3034,50.199165
8738,1764,70.66666666666667,1646,68.17008
7741,1765,70.66666666666667,2340,60.929832
4769,1766,70.66666666666667,2813,53.764553
5228,1767,70.66666666666667,923,80.072296
1185,1768,70.66666666666667,636,82.63668
4434,1769,70.66666666666667,1988,65.20687
10553,1770,70.66666666666667,2652,56.448315
6831,1771,70.66666666666667,1664,68.158806
3579,1772,70.33333333333333,1495,68.34153
7272,1773,70.33333333333333,3052,50.199165
907,1774,70.33333333333333,2051,65.1129
5069,1775,70.33333333333333,2000,65.20687
2155,1776,70.33333333333333,3195,48.25988
1762,1777,70.33333333333333,2456,57.75485
11275,1778,70.33333333333333,607,82.63668
4960,1779,70.33333333333333,2163,61.0464
4908,1780,70.33333333333333,1166,75.68213
7019,1781,70.33333333333333,229,88.42003
1826,1782,70.33333333333333,3284,44.730835
5071,1783,70.33333333333333,1328,73.244995
11366,1784,70.33333333333333,669,82.206276
11340,1785,70.33333333333333,1795,67.22543
4814,1786,70.33333333333333,2406,60.06171
9796,1787,70.33333333333333,2130,63.15874
1235,1788,70.0,2474,57.75485
10907,1789,70.0,2842,51.68775
435,1790,70.0,967,78.78459
2213,1791,70.0,2838,51.68775
10775,1792,70.0,2135,63.15874
11385,1793,70.0,1670,68.158806
10468,1794,70.0,3541,42.404076
11830,1795,70.0,921,80.072296
2027,1796,70.0,1946,65.97616
3960,1797,70.0,1614,68.26719
7953,1798,70.0,1531,68.34153
6480,1799,70.0,186,88.44236
4545,1800,70.0,1300,73.317795
12315,1801,70.0,1425,71.70239
10670,1802,70.0,835,80.43392
11987,1803,70.0,2872,51.68775
7421,1804,70.0,863,80.43392
6005,1805,70.0,1401,71.847435
7234,1806,69.66666666666667,1719,67.22543
6153,1807,69.66666666666667,188,88.44236
6668,1808,69.66666666666667,1938,65.97616
855,1809,69.66666666666667,2233,60.99363
6820,1810,69.66666666666667,1375,71.847435
7040,1811,69.66666666666667,2635,56.448315
9762,1812,69.66666666666667,1995,65.20687
2498,1813,69.66666666666667,3854,33.638046
2371,1814,69.66666666666667,312,86.49682
9320,1815,69.66666666666667,2922,50.199165
12280,1816,69.66666666666667,2787,53.764553
10045,1817,69.66666666666667,1569,68.26719
10910,1818,69.66666666666667,1450,71.70239
2865,1819,69.66666666666667,2148,63.15874
7407,1820,69.66666666666667,652,82.206276
8915,1821,69.66666666666667,2229,60.99363
4897,1822,69.66666666666667,2119,63.15874
9364,1823,69.66666666666667,3030,50.199165
6700,1824,69.66666666666667,1998,65.20687
6617,1825,69.66666666666667,2369,60.06171
10133,1826,69.66666666666667,2329,60.929832
3124,1827,69.66666666666667,3032,50.199165
7057,1828,69.66666666666667,2306,60.98109
9937,1829,69.66666666666667,1370,71.847435
189,1830,69.66666666666667,2315,60.98109
5644,1831,69.66666666666667,1721,67.22543
1975,1832,69.66666666666667,1852,67.169014
6787,1833,69.66666666666667,2221,60.99363
7670,1834,69.66666666666667,1733,67.22543
3939,1835,69.66666666666667,1579,68.26719
1960,1836,69.33333333333333,1653,68.17008
10530,1837,69.33333333333333,3384,43.75113
2781,1838,69.33333333333333,2415,60.06171
8187,1839,69.33333333333333,2769,53.764553
5732,1840,69.33333333333333,3138,49.128265
7216,1841,69.33333333333333,1830,67.169014
6472,1842,69.33333333333333,492,82.78222
3734,1843,69.33333333333333,3340,44.730835
3780,1844,69.33333333333333,1248,73.317795
695,1845,69.33333333333333,2138,63.15874
1490,1846,69.33333333333333,1895,66.42657
2678,1847,69.33333333333333,2680,56.448315
5384,1848,69.33333333333333,2818,51.68775
10686,1849,69.33333333333333,2936,50.199165
4469,1850,69.33333333333333,1934,65.97616
2833,1851,69.33333333333333,980,78.78459
5963,1852,69.33333333333333,2638,56.448315
10314,1853,69.33333333333333,1453,71.70239
4163,1854,69.33333333333333,2637,56.448315
9023,1855,69.33333333333333,2139,63.15874
3151,1856,69.33333333333333,873,80.43392
7671,1857,69.33333333333333,1004,78.76075
1589,1858,69.33333333333333,2232,60.99363
3405,1859,69.0,2878,51.68775
8454,1860,69.0,2908,51.68775
12257,1861,69.0,1715,67.22543
3225,1862,69.0,2268,60.98109
10372,1863,69.0,945,78.78459
135,1864,69.0,2687,56.448315
987,1865,69.0,1417,71.847435
10520,1866,69.0,2433,57.75485
11006,1867,69.0,2272,60.98109
2809,1868,69.0,2428,60.06171
9424,1869,69.0,987,78.76075
6871,1870,68.66666666666667,2039,65.1129
6683,1871,68.66666666666667,1850,67.169014
8060,1872,68.66666666666667,3422,43.75113
8693,1873,68.66666666666667,1983,65.20687
5191,1874,68.66666666666667,3107,49.128265
3612,1875,68.66666666666667,1742,67.22543
10606,1876,68.66666666666667,1410,71.847435
5791,1877,68.66666666666667,2327,60.929832
11694,1878,68.66666666666667,944,78.78459
9039,1879,68.66666666666667,612,82.63668
570,1880,68.66666666666667,3560,42.404076
864,1881,68.66666666666667,2688,56.448315
9650,1882,68.66666666666667,2961,50.199165
1393,1883,68.66666666666667,2192,61.0464
4866,1884,68.66666666666667,2269,60.98109
5034,1885,68.66666666666667,2280,60.98109
2086,1886,68.66666666666667,2670,56.448315
2439,1887,68.66666666666667,394,85.84178
7817,1888,68.66666666666667,2698,56.448315
8998,1889,68.66666666666667,2875,51.68775
5155,1890,68.33333333333333,1775,67.22543
7265,1891,68.33333333333333,2191,61.0464
4637,1892,68.33333333333333,889,80.43392
7315,1893,68.33333333333333,2451,57.75485
2210,1894,68.33333333333333,2422,60.06171
2052,1895,68.33333333333333,2746,54.76434
3326,1896,68.33333333333333,2455,57.75485
9790,1897,68.33333333333333,940,78.78459
3389,1898,68.33333333333333,1992,65.20687
8441,1899,68.33333333333333,1408,71.847435
297,1900,68.33333333333333,2118,63.15874
4745,1901,68.33333333333333,2225,60.99363
7191,1902,68.33333333333333,1457,71.70239
343,1903,68.33333333333333,2037,65.1129
1981,1904,68.33333333333333,2145,63.15874
2728,1905,68.33333333333333,1464,71.651375
8803,1906,68.33333333333333,1010,78.76075
10961,1907,68.33333333333333,1116,76.1609
7794,1908,68.33333333333333,2446,57.75485
1793,1909,68.33333333333333,2946,50.199165
6079,1910,68.33333333333333,1516,68.34153
8860,1911,68.0,2634,56.448315
2572,1912,68.0,2429,60.06171
6441,1913,68.0,765,80.59065
5575,1914,68.0,2131,63.15874
5620,1915,68.0,1886,66.42657
1229,1916,68.0,2132,63.15874
6666,1917,68.0,1355,73.244995
12317,1918,68.0,1671,68.158806
1059,1919,68.0,938,78.78459
2998,1920,68.0,1315,73.317795
1399,1921,68.0,1421,71.847435
7463,1922,68.0,1779,67.22543
9526,1923,68.0,3445,43.75113
10833,1924,68.0,2125,63.15874
6071,1925,68.0,941,78.78459
6038,1926,68.0,1460,71.70239
2076,1927,68.0,1778,67.22543
8825,1928,68.0,3345,44.730835
10371,1929,68.0,2915,50.199165
8732,1930,68.0,2186,61.0464
8284,1931,67.66666666666667,2152,63.15874
6219,1932,67.66666666666667,1642,68.17008
3258,1933,67.66666666666667,2463,57.75485
10869,1934,67.66666666666667,1833,67.169014
4714,1935,67.66666666666667,2151,63.15874
7021,1936,67.66666666666667,3304,44.730835
4715,1937,67.66666666666667,1828,67.169014
5950,1938,67.66666666666667,3207,45.57672
7968,1939,67.66666666666667,1143,75.871025
1134,1940,67.66666666666667,1917,65.97616
2360,1941,67.66666666666667,2622,56.448315
7730,1942,67.66666666666667,2310,60.98109
6034,1943,67.66666666666667,1456,71.70239
4425,1944,67.66666666666667,2473,57.75485
7801,1945,67.66666666666667,3057,50.199165
8616,1946,67.66666666666667,2755,54.76434
6619,1947,67.66666666666667,3093,49.128265
1795,1948,67.66666666666667,1313,73.317795
146,1949,67.66666666666667,2852,51.68775
8513,1950,67.66666666666667,2629,56.448315
529,1951,67.66666666666667,2015,65.20687
5209,1952,67.66666666666667,1488,71.651375
8421,1953,67.66666666666667,3260,44.730835
4913,1954,67.66666666666667,142,89.186806
5055,1955,67.66666666666667,1662,68.158806
2551,1956,67.33333333333333,1923,65.97616
6678,1957,67.33333333333333,2322,60.98109
9556,1958,67.33333333333333,2321,60.98109
9714,1959,67.33333333333333,2729,54.76434
5341,1960,67.33333333333333,1640,68.17008
11826,1961,67.33333333333333,1643,68.17008
6169,1962,67.33333333333333,1529,68.34153
5708,1963,67.33333333333333,2731,54.76434
8022,1964,67.33333333333333,1096,76.1609
3643,1965,67.33333333333333,2667,56.448315
4856,1966,67.33333333333333,924,80.072296
2944,1967,67.33333333333333,2619,56.448315
11747,1968,67.33333333333333,2374,60.06171
7111,1969,67.33333333333333,1367,71.847435
116,1970,67.33333333333333,3291,44.730835
9405,1971,67.33333333333333,2711,54.76434
3085,1972,67.33333333333333,1877,66.42657
5295,1973,67.33333333333333,1306,73.317795
222,1974,67.0,1918,65.97616
12021,1975,67.0,279,86.54498
11037,1976,67.0,2659,56.448315
10773,1977,67.0,1919,65.97616
10905,1978,67.0,919,80.072296
3967,1979,67.0,2376,60.06171
10061,1980,67.0,2758,53.764553
12201,1981,67.0,1190,75.68213
8064,1982,67.0,1163,75.68213
5288,1983,67.0,1302,73.317795
5567,1984,67.0,2380,60.06171
7719,1985,67.0,2180,61.0464
1585,1986,67.0,2179,61.0464
7382,1987,67.0,1027,78.76075
11428,1988,67.0,1669,68.158806
5799,1989,67.0,198,88.42003
3177,1990,67.0,2217,60.99363
3012,1991,67.0,1883,66.42657
3360,1992,67.0,3313,44.730835
3096,1993,67.0,1587,68.26719
4946,1994,66.66666666666667,1975,65.20687
3184,1995,66.66666666666667,1128,76.1609
4334,1996,66.66666666666667,1321,73.317795
3862,1997,66.66666666666667,2654,56.448315
11591,1998,66.66666666666667,2136,63.15874
8750,1999,66.66666666666667,1157,75.871025
229,2000,66.66666666666667,744,80.59065
8999,2001,66.66666666666667,2359,60.929832
1410,2002,66.66666666666667,1203,75.68213
4226,2003,66.66666666666667,1754,67.22543
4019,2004,66.66666666666667,984,78.76075
11677,2005,66.66666666666667,985,78.76075
3301,2006,66.66666666666667,1657,68.17008
11982,2007,66.66666666666667,1353,73.244995
7635,2008,66.66666666666667,2283,60.98109
8384,2009,66.66666666666667,3001,50.199165
11602,2010,66.66666666666667,2991,50.199165
9220,2011,66.33333333333333,2977,50.199165
2224,2012,66.33333333333333,2804,53.764553
4768,2013,66.33333333333333,1762,67.22543
10695,2014,66.33333333333333,4035,25.07674
8486,2015,66.33333333333333,77,90.26606
5627,2016,66.33333333333333,1580,68.26719
5973,2017,66.33333333333333,1188,75.68213
2547,2018,66.33333333333333,1845,67.169014
8107,2019,66.33333333333333,2346,60.929832
9987,2020,66.33333333333333,3033,50.199165
4090,2021,66.33333333333333,1628,68.17008
1573,2022,66.33333333333333,2064,65.1129
153,2023,66.33333333333333,3024,50.199165
7960,2024,66.33333333333333,2651,56.448315
126,2025,66.0,995,78.76075
10784,2026,66.0,3754,36.85961
10631,2027,66.0,3282,44.730835
8074,2028,66.0,1193,75.68213
4732,2029,66.0,1857,67.169014
12253,2030,66.0,1752,67.22543
6035,2031,66.0,3279,44.730835
9377,2032,66.0,1134,76.1609
12296,2033,66.0,316,86.49682
2779,2034,66.0,3004,50.199165
8462,2035,66.0,991,78.76075
6101,2036,66.0,3261,44.730835
12077,2037,66.0,108,90.12629
886,2038,66.0,2159,61.0464
4885,2039,66.0,2281,60.98109
4850,2040,66.0,2058,65.1129
2972,2041,66.0,2356,60.929832
6593,2042,66.0,1308,73.317795
3619,2043,66.0,133,89.330086
7326,2044,66.0,3618,42.074226
5106,2045,66.0,990,78.76075
361,2046,66.0,1258,73.317795
11563,2047,65.66666666666667,1848,67.169014
4989,2048,65.66666666666667,2240,60.99363
5097,2049,65.66666666666667,189,88.44236
1408,2050,65.66666666666667,1561,68.26719
11549,2051,65.66666666666667,2193,61.0464
2356,2052,65.66666666666667,3038,50.199165
170,2053,65.66666666666667,1665,68.158806
9706,2054,65.66666666666667,1084,76.758995
3043,2055,65.66666666666667,2116,63.15874
5912,2056,65.66666666666667,2200,61.0464
7257,2057,65.66666666666667,1331,73.244995
12270,2058,65.66666666666667,3628,36.85961
538,2059,65.66666666666667,1270,73.317795
960,2060,65.66666666666667,1787,67.22543
12214,2061,65.66666666666667,3272,44.730835
7128,2062,65.66666666666667,2368,60.929832
3626,2063,65.66666666666667,2246,60.99363
1567,2064,65.33333333333333,2643,56.448315
7036,2065,65.33333333333333,354,85.84178
6069,2066,65.33333333333333,1937,65.97616
5853,2067,65.33333333333333,1140,75.871025
7041,2068,65.33333333333333,2378,60.06171
8512,2069,65.33333333333333,1600,68.26719
2792,2070,65.33333333333333,2754,54.76434
11222,2071,65.33333333333333,1278,73.317795
2256,2072,65.33333333333333,1942,65.97616
2404,2073,65.33333333333333,1507,68.34153
10132,2074,65.33333333333333,2943,50.199165
8973,2075,65.33333333333333,3377,43.75113
972,2076,65.33333333333333,1663,68.158806
9783,2077,65.33333333333333,2840,51.68775
3890,2078,65.33333333333333,2357,60.929832
4675,2079,65.33333333333333,2386,60.06171
11256,2080,65.33333333333333,619,82.63668
7679,2081,65.33333333333333,2026,65.1129
7823,2082,65.33333333333333,3419,43.75113
11995,2083,65.33333333333333,2247,60.99363
668,2084,65.33333333333333,1713,67.22543
4828,2085,65.33333333333333,618,82.63668
5930,2086,65.33333333333333,3426,43.75113
8290,2087,65.33333333333333,2850,51.68775
573,2088,65.33333333333333,2639,56.448315
2253,2089,65.0,2149,63.15874
3706,2090,65.0,1864,67.169014
8953,2091,65.0,1925,65.97616
2996,2092,65.0,1448,71.70239
5477,2093,65.0,2302,60.98109
4961,2094,65.0,99,90.12629
4151,2095,65.0,2427,60.06171
6498,2096,65.0,2701,56.448315
10603,2097,65.0,235,88.42003
6664,2098,65.0,2696,56.448315
3233,2099,65.0,2695,56.448315
5523,2100,65.0,779,80.43392
3547,2101,65.0,1461,71.651375
9911,2102,65.0,3454,43.75113
2389,2103,65.0,2620,56.448315
2943,2104,65.0,1502,68.34153
12233,2105,65.0,2023,65.1129
11098,2106,65.0,2963,50.199165
8155,2107,65.0,1412,71.847435
2232,2108,65.0,1840,67.169014
1899,2109,65.0,715,80.673836
10872,2110,64.66666666666667,2423,60.06171
7077,2111,64.66666666666667,2086,63.15874
11674,2112,64.66666666666667,2211,61.0464
7309,2113,64.66666666666667,1154,75.871025
12080,2114,64.66666666666667,2347,60.929832
9668,2115,64.66666666666667,1575,68.26719
6243,2116,64.66666666666667,2010,65.20687
10070,2117,64.66666666666667,2700,56.448315
6735,2118,64.66666666666667,2029,65.1129
2339,2119,64.66666666666667,409,85.84178
5706,2120,64.66666666666667,1121,76.1609
